m1,m2,m3,m4,p1,p2,p3,p4
-0.3611044831428948,-0.6646886818073844,-0.78815143727778,-0.07016264670658744,-0.41397289783854035,-0.2973885622504315,-0.4991746532355062,-0.04406564786425967
0.265694581717603,-0.3014002373605633,-0.22413912220969345,0.15741252301926845,0.6158695927188448,-0.027776017084266486,0.44707767370536594,-0.04241592756337064
-0.12128571050061736,-0.5951228094665038,-0.6801490790732528,0.15741252301926845,-0.20954925090924142,-0.26742270171922217,-0.2374877277634385,-0.04418251401048501
0.265694581717603,0.43290619290428783,0.9158857699492049,0.15741252301926845,-0.015300665433157706,-0.20989393208630683,-0.31241753190170357,-0.0437152151435892
0.265694581717603,0.43290619290428783,0.9158857699492049,0.15741252301926845,-0.015300665433157706,-0.20989393208630683,-0.31241753190170357,-0.0437152151435892
0.265694581717603,0.43290619290428783,0.9158857699492049,0.15741252301926845,-0.015300665433157706,-0.20989393208630683,-0.31241753190170357,-0.0437152151435892
0.265694581717603,0.43290619290428783,0.9158857699492049,0.15741252301926845,-0.015300665433157706,-0.20989393208630683,-0.31241753190170357,-0.0437152151435892
0.265694581717603,0.43290619290428783,0.9158857699492049,0.15741252301926845,-0.015300665433157706,-0.20989393208630683,-0.31241753190170357,-0.0437152151435892
0.265694581717603,0.43290619290428783,0.9158857699492049,0.15741252301926845,-0.015300665433157706,-0.20989393208630683,-0.31241753190170357,-0.0437152151435892
0.265694581717603,0.43290619290428783,0.9158857699492049,0.15741252301926845,-0.015300665433157706,-0.20989393208630683,-0.31241753190170357,-0.0437152151435892
0.265694581717603,0.43290619290428783,0.9158857699492049,0.15741252301926845,-0.015300665433157706,-0.20989393208630683,-0.31241753190170357,-0.0437152151435892
0.265694581717603,0.43290619290428783,0.9158857699492049,0.15741252301926845,-0.015300665433157706,-0.20989393208630683,-0.31241753190170357,-0.0437152151435892
0.265694581717603,0.43290619290428783,0.9158857699492049,0.15741252301926845,-0.015300665433157706,-0.20989393208630683,-0.31241753190170357,-0.0437152151435892
0.265694581717603,0.43290619290428783,0.9158857699492049,0.15741252301926845,-0.015300665433157706,-0.20989393208630683,-0.31241753190170357,-0.0437152151435892
0.265694581717603,0.43290619290428783,0.9158857699492049,0.15741252301926845,-0.015300665433157706,-0.20989393208630683,-0.31241753190170357,-0.0437152151435892
0.265694581717603,0.43290619290428783,0.9158857699492049,0.15741252301926845,-0.015300665433157706,-0.20989393208630683,-0.31241753190170357,-0.0437152151435892
0.265694581717603,0.43290619290428783,0.9158857699492049,0.15741252301926845,-0.015300665433157706,-0.20989393208630683,-0.31241753190170357,-0.0437152151435892
