STPLUS - t - neg_median_absolute_error,STPLUS - t - r2,STPLUS - t - neg_root_mean_squared_error,STPLUS - e - neg_median_absolute_error,STPLUS - e - r2,STPLUS - e - neg_root_mean_squared_error,STPLUS - t & e - neg_median_absolute_error,STPLUS - t & e - r2,STPLUS - t & e - neg_root_mean_squared_error,COCOME - t - neg_median_absolute_error,COCOME - t - r2,COCOME - t - neg_root_mean_squared_error,COCOME - e - neg_median_absolute_error,COCOME - e - r2,COCOME - e - neg_root_mean_squared_error,COCOME - t & e - neg_median_absolute_error,COCOME - t & e - r2,COCOME - t & e - neg_root_mean_squared_error
-0.6269779811259775,-1.4441297876966206,-1.0140505072910895,-0.6396900331455156,-14.634597741955291,-0.7694416355195175,-0.3227131108800892,-1.247594919992338,-0.5905689850562504,-0.8735502918774054,-1.1261569689436245e+30,-0.8670858829606122,-0.4304535574327186,-6.997439722310067e+31,-0.44767275579601074,-4.2847669856627135e-16,-1.8612565018277578e+24,-0.0473423930019643
-0.8323603464277731,-0.48032562103721,-1.3242621360464306,-0.19495317389086558,0.2622705937767558,-0.9483984151615024,-0.17435060512778663,0.30486415477676865,-0.913560911874002,-0.6595005591996033,-0.42045469028516946,-1.5054702720714062,-0.4171087118754642,0.12973318861274175,-1.2216014157564374,-0.42842042046794765,0.09063294582807972,-1.2478386237493595
-0.2089759879861487,0.2316430747083534,-0.46544577898648387,-0.30498499194343187,-36.38874082265421,-0.8152459530369873,-0.1912650498651288,-0.25533555458551654,-0.49715023373240586,-0.01302512354270813,0.523151684895515,-0.18528818871186348,-0.05811395975407721,-0.6907401647152174,-0.2084990423438376,-0.03883984566521257,0.5595282254050499,-0.1846390396898454
-0.07942814034023513,0.5277139729504289,-0.48327555047607956,-0.33396310142485247,-0.45470478629978184,-0.797732811455096,-0.09382445292463112,0.49961359561387936,-0.45135171732984614,-0.21466816106716247,0.3536001259173171,-0.8418681790708348,-0.2348125445671721,-8.672213953276708,-1.0626375278308415,-0.20347086531017858,0.30860819958184194,-0.8651046446483849
-0.1254768950461631,0.5091659775175128,-0.6025497192383877,-0.328072167072182,0.2836766763169211,-0.8007741591779605,-0.1382005484429356,0.5492698421629647,-0.5510879128165742,-0.44514289120297157,0.22690293330994454,-1.0877471801940835,-0.4052481730747433,-1.297172404055761,-1.2332544114781352,-0.4145321303694275,0.12840936000825415,-1.1488179759431487
-0.12022703127596848,0.5172207891079716,-0.7993283253703074,-0.4309306390286542,0.3251560255733189,-0.9506884820557227,-0.136956061987123,0.578888311361125,-0.7257991782565191,-0.1402318464855576,-149.17624209448792,-0.5815050289979035,-0.6050656965090782,-15431.483152610848,-0.6615970783321447,-0.13433195109217516,-22.205926655498555,-0.3259885085335813
,,,,,,,,,-0.537530671118879,-5.262594296024229,-0.8218838933534254,-0.045843217111122846,-10.48919412385225,-0.9370482089899353,-1.0737938316296436e-15,-2.197944659956954,-0.5969177906756227
,,,,,,,,,-0.5718430561340324,-1.0952557076216314,-1.3727501475293258,-0.5499091079698678,-0.6754751247491386,-1.4922995132293755,-0.4647568040367345,-0.6206655425872694,-1.4788338847176723
,,,,,,,,,-0.31754528619853384,0.5125855836188864,-0.4998092007884333,-0.29451464676190386,0.5088625136310477,-0.5429034977417648,-0.29017491389680133,0.5110567975218917,-0.5370638407302061
,,,,,,,,,-0.3098616884719111,0.48126085711433886,-0.5661700514768214,-0.2724859992308195,0.4751561629614619,-0.5765406067874057,-0.2742552076695215,0.473796700418436,-0.5775599754758249
,,,,,,,,,-1.1245876214033244,-53.00591705339663,-0.9525548685759828,-1.1245876214033244,-51.37971627681075,-0.9260745031932448,-1.1245876214033244,-53.05794923938745,-0.9530575377802522
,,,,,,,,,-1.1245876214033244,-0.44022215867346115,-0.9886456695953242,-1.0753687664701543,-0.8724862282628447,-1.0379501360216836,-1.1245876214033244,-0.44079866081333785,-0.9892535168702236
,,,,,,,,,-0.3836619071257657,-0.3855843195201052,-1.0368729667243626,-0.38366190712576564,-0.8668352634402752,-1.296249569064391,-0.38366190712576564,-0.8982868960171164,-1.3022891008203472
