m1,m2,p1,p2
-0.6574172355675392,0.30512110106327395,0.20011924744300127,-0.12986524707907038
0.26663051968838064,-2.0599235962695084,-0.33960051669634617,-0.20507436083025227
-0.6574172355675392,-1.014599973138997,-0.0950867271940068,-0.09304287837948785
0.26663051968838064,-0.4788716162846097,-0.19189058939652373,-0.15968791516909372
-0.6574172355675392,-1.014599973138997,0.04819651703675381,-0.1609695504919708
-1.581464990823459,-1.014599973138997,-0.42684668391826197,-0.13005684132907958
-0.6574172355675392,-0.22407398314654753,0.32465059228945536,-0.15133980026990673
-0.6574172355675392,-0.48540488892917544,0.12943350018526842,-0.15306303243697972
0.26663051968838064,-0.22407398314654753,0.2869445031128309,-0.1575794483498178
-0.6574172355675392,-1.014599973138997,-0.054641288742228,-0.19065382428878358
-0.6574172355675392,-1.269397606277059,-0.414493272283191,-0.21556591314968776
-1.581464990823459,-0.22407398314654753,-0.42668864453700317,-0.23261770839358853
-1.696970960230449,0.30512110106327395,0.20011924744300127,-0.12986524707907038
-0.6574172355675392,-0.22407398314654753,-0.3274978608795393,-0.2285851144654824
-0.6574172355675392,-2.0599235962695084,0.033811245756630755,-0.08381194181957893
-1.696970960230449,-1.014599973138997,-0.20301761543302554,-0.22243075372890067
0.26663051968838064,-1.269397606277059,-0.48649232679918525,-0.22263620600961442
-1.581464990823459,-0.48540488892917544,0.0552203139378371,-0.15794031518964094
0.26663051968838064,0.30512110106327395,-0.0771234443221823,-0.15703721802090828
0.26663051968838064,-1.269397606277059,-0.0512934878492269,-0.11428100798608956
-0.6574172355675392,-1.014599973138997,0.004937977598566503,-0.1835313545481505
-1.696970960230449,-1.014599973138997,0.24848509288553883,-0.15611551946867958
-1.581464990823459,-1.014599973138997,0.007184770802130507,-0.1824341519426367
-1.581464990823459,-1.014599973138997,-0.02113904710709031,-0.11577469908082143
0.26663051968838064,-0.22407398314654753,0.4306328549575518,-0.15521316635528676
-0.6574172355675392,-1.014599973138997,0.4439418780513017,-0.16054888020420788
0.26663051968838064,-0.22407398314654753,-0.4840232248659836,-0.1368849441758878
-0.6574172355675392,-1.014599973138997,0.06672031291411001,-0.1942079906333716
-0.6574172355675392,-0.22407398314654753,-0.34337449712080886,-0.23861879373016293
-1.581464990823459,-1.014599973138997,0.4654995032508912,-0.1599796778692291
0.26663051968838064,-0.4788716162846097,-0.6126293517592297,-0.20045656737736076
0.26663051968838064,-1.014599973138997,-0.35062112954946717,-0.22273767655658533
-1.581464990823459,-1.014599973138997,0.004937977598566503,-0.1835313545481505
-1.696970960230449,-0.22407398314654753,-0.3274978608795393,-0.2285851144654824
0.26663051968838064,-2.0599235962695084,-0.2793943608098915,-0.07956896624413252
0.26663051968838064,-0.22407398314654753,-0.4519744187404903,-0.24139877049364586
0.26663051968838064,-0.4788716162846097,-0.26978503963141254,-0.22620636954400905
-0.6574172355675392,-1.014599973138997,0.4654995032508912,-0.1599796778692291
-1.696970960230449,-0.22407398314654753,-0.3317154051674019,-0.18103765307667163
0.26663051968838064,-1.014599973138997,-0.3637194334682052,-0.24446474352838035
-1.581464990823459,-2.0599235962695084,0.033811245756630755,-0.08381194181957893
-0.6574172355675392,-1.014599973138997,0.24841028757840963,-0.1561248201604276
-0.6574172355675392,-2.0599235962695084,0.08227665600936157,-0.11260967367897053
0.26663051968838064,0.30512110106327395,0.4331404131401931,-0.10858805456712707
-1.581464990823459,-1.014599973138997,0.24841028757840963,-0.1561248201604276
-0.6574172355675392,-1.014599973138997,0.32612088533310063,-0.17449154720366333
-0.6574172355675392,-1.014599973138997,-0.0008193970606954656,-0.16868354422777784
0.26663051968838064,0.30512110106327395,-0.08361043412492276,-0.16353840155277363
-1.696970960230449,-1.014599973138997,0.06672031291411001,-0.1942079906333716
0.26663051968838064,-0.22407398314654753,0.29510671035691577,-0.15630553260109162
-1.581464990823459,-1.014599973138997,0.03329234978816401,-0.1989276266609039
-0.6574172355675392,-1.014599973138997,0.4420432982844447,-0.1564099793694219
0.26663051968838064,-0.22407398314654753,0.4031761464535048,-0.15904839960449996
0.26663051968838064,-0.22407398314654753,0.3246326811595793,-0.15134240446359618
-0.6574172355675392,-1.014599973138997,-0.43524120905279756,-0.13142125280851402
0.26663051968838064,-0.48540488892917544,-0.14201757505471374,-0.1398793018841626
0.26663051968838064,-0.22407398314654753,-0.3317454326498412,-0.18104323349172047
0.26663051968838064,-0.48540488892917544,0.08997106668492003,-0.11398431591932774
-0.6574172355675392,-0.22407398314654753,-0.3674386269071648,-0.24272225892938898
0.26663051968838064,-1.014599973138997,-0.34111031958530624,-0.2049117847384969
-0.6574172355675392,-1.014599973138997,0.11358056985118783,-0.18707380202113605
-1.581464990823459,-1.014599973138997,0.4439418780513017,-0.16054888020420788
-1.696970960230449,-0.22407398314654753,0.32465059228945536,-0.15133980026990673
-1.581464990823459,-1.014599973138997,-0.0008193970606954656,-0.16868354422777784
0.26663051968838064,-0.22407398314654753,-0.48161523149353536,-0.24690636112607034
-1.581464990823459,-0.48540488892917544,0.06316969481516,-0.16265855611341104
0.26663051968838064,-1.269397606277059,-0.4841412276039902,-0.1369277273579287
0.26663051968838064,0.30512110106327395,-0.046739846477220355,-0.15838488825519623
-0.6574172355675392,-1.014599973138997,0.007184770802130507,-0.1824341519426367
-0.6574172355675392,-1.014599973138997,-0.20301761543302554,-0.22243075372890067
-1.581464990823459,-1.014599973138997,-0.3696316867211008,-0.12185084099980233
0.26663051968838064,-0.22407398314654753,-0.48601610146365837,-0.1991849768015716
-0.6574172355675392,-1.014599973138997,-0.42684668391826197,-0.13005684132907958
0.26663051968838064,-0.4788716162846097,-0.15158001121675246,-0.20430500760885612
0.26663051968838064,0.30512110106327395,0.1227363180054537,-0.13958260981740078
0.26663051968838064,-0.22407398314654753,0.3528142636256672,-0.14714686241606476
-1.581464990823459,-0.22407398314654753,-0.4273982413588556,-0.2519971877612661
-1.696970960230449,-0.48540488892917544,0.10877669945885461,-0.1186383820700365
-0.6574172355675392,-0.48540488892917544,0.0493728568312576,-0.1648163165989515
-1.581464990823459,-2.0599235962695084,-0.021972441444262348,-0.11599698561359909
-0.6574172355675392,-1.014599973138997,-0.09498136760650093,-0.09303078748021543
-0.6574172355675392,-1.014599973138997,-0.3397064030817897,-0.11962890574120055
-1.696970960230449,-1.014599973138997,0.01833023476644608,-0.12455827236765067
-1.581464990823459,-1.014599973138997,0.11358056985118783,-0.18707380202113605
-1.581464990823459,-2.0599235962695084,0.35405539956648713,-0.14288593650554474
0.26663051968838064,-1.014599973138997,-0.330455304500831,-0.23983337106553676
0.26663051968838064,-0.4788716162846097,0.535750642210162,-0.12715065417857607
0.26663051968838064,-0.22407398314654753,-0.5075652978962475,-0.24654902854911145
0.26663051968838064,-0.22407398314654753,-0.5112170611992034,-0.19502803262479443
0.26663051968838064,-0.22407398314654753,-0.512915457749799,-0.25092723618257395
-0.6574172355675392,-0.22407398314654753,-0.4273982413588556,-0.2519971877612661
-1.581464990823459,-2.0599235962695084,0.04898091916573556,-0.17413281952294224
0.26663051968838064,-0.22407398314654753,-0.3275242007764158,-0.22859153194278856
-1.581464990823459,-0.22407398314654753,-0.44273649010796984,-0.2541433223821215
0.26663051968838064,-0.4788716162846097,-0.007204714861492812,-0.22203993866164892
-1.696970960230449,-1.014599973138997,-0.3936863341445811,-0.1250986425582106
-0.6574172355675392,-1.014599973138997,-0.3316332246891473,-0.1037479745814579
0.26663051968838064,-0.48540488892917544,-0.27164885073439254,-0.1577338398328349
-1.696970960230449,-0.22407398314654753,-0.3674386269071648,-0.24272225892938898
-0.6574172355675392,-1.014599973138997,0.02257780653674787,-0.20067345950892457
-0.6574172355675392,-1.014599973138997,-0.3696316867211008,-0.12185084099980233
-1.696970960230449,-1.014599973138997,-0.09498136760650093,-0.09303078748021543
0.26663051968838064,-1.014599973138997,-0.3261455705739006,-0.23835428205684928
-0.6574172355675392,-0.48540488892917544,0.0552203139378371,-0.15794031518964094
0.26663051968838064,-0.4788716162846097,0.2348368119200198,-0.16912290890595424
-1.581464990823459,-1.014599973138997,0.07823611582850878,-0.1920317217712526
0.26663051968838064,-1.269397606277059,0.42199336878206495,-0.14588661868420816
-0.6574172355675392,-0.48540488892917544,0.12296968949177932,-0.15376058431808112
-1.581464990823459,-1.269397606277059,-0.414493272283191,-0.21556591314968776
-0.6574172355675392,-1.014599973138997,-0.3011210881474281,-0.11488741308806039
-0.6574172355675392,-1.014599973138997,0.01833023476644608,-0.12455827236765067
-0.6574172355675392,-0.22407398314654753,-0.42668864453700317,-0.23261770839358853
-1.581464990823459,-1.014599973138997,-0.3316332246891473,-0.1037479745814579
-0.6574172355675392,-2.0599235962695084,0.35405539956648713,-0.14288593650554474
0.26663051968838064,-1.269397606277059,0.31057033701516207,-0.13048095287278927
-0.6574172355675392,-1.014599973138997,-0.02113904710709031,-0.11577469908082143
0.26663051968838064,-0.22407398314654753,0.30902787265407516,-0.13070788975144093
-0.6574172355675392,-1.014599973138997,0.07823611582850878,-0.1920317217712526
-0.6574172355675392,-0.48540488892917544,0.06316969481516,-0.16265855611341104
-0.6574172355675392,-0.22407398314654753,-0.4233123965553754,-0.25060152595755836
-1.581464990823459,-1.014599973138997,-0.3011210881474281,-0.11488741308806039
-1.581464990823459,-1.014599973138997,0.32612088533310063,-0.17449154720366333
-1.581464990823459,-0.48540488892917544,0.0493728568312576,-0.1648163165989515
0.26663051968838064,-0.48540488892917544,-0.3193920210147701,-0.16405086966808952
-1.581464990823459,-0.48540488892917544,0.12943350018526842,-0.15306303243697972
-0.6574172355675392,-1.014599973138997,0.05472038269512145,-0.16038453698102034
-1.581464990823459,-1.014599973138997,-0.4285103118049808,-0.11555706289391779
-0.6574172355675392,-0.22407398314654753,-0.44273649010796984,-0.2541433223821215
-1.581464990823459,-1.014599973138997,0.02257780653674787,-0.20067345950892457
-1.581464990823459,-1.014599973138997,0.05472038269512145,-0.16038453698102034
-1.581464990823459,-1.014599973138997,-0.0950867271940068,-0.09304287837948785
0.26663051968838064,-0.48540488892917544,-0.31064032687858945,-0.15416516440911998
-1.581464990823459,-1.014599973138997,-0.054641288742228,-0.19065382428878358
-1.581464990823459,-1.014599973138997,-0.3397064030817897,-0.11962890574120055
-0.6574172355675392,-0.48540488892917544,0.10877669945885461,-0.1186383820700365
-0.6574172355675392,-2.0599235962695084,-0.021972441444262348,-0.11599698561359909
-1.581464990823459,-0.22407398314654753,-0.34337449712080886,-0.23861879373016293
-0.6574172355675392,-1.014599973138997,0.003267501338659864,-0.16045801244582972
-1.581464990823459,-2.0599235962695084,0.08227665600936157,-0.11260967367897053
-0.6574172355675392,-1.014599973138997,0.03329234978816401,-0.1989276266609039
-1.581464990823459,-1.014599973138997,0.003267501338659864,-0.16045801244582972
-0.6574172355675392,-1.014599973138997,-0.4285103118049808,-0.11555706289391779
0.26663051968838064,-0.4788716162846097,-0.11545431585271691,-0.14799322536513446
-1.581464990823459,-1.014599973138997,-0.43524120905279756,-0.13142125280851402
-0.6574172355675392,-1.014599973138997,0.24848509288553883,-0.15611551946867958
0.26663051968838064,-0.4788716162846097,0.5402800508770422,-0.11849515141711701
-0.6574172355675392,-0.22407398314654753,-0.3317154051674019,-0.18103765307667163
